,listing_id,price,nbhood_full,description,room_type,host_name,last_review,borough
16050,27549628,200,"Queens, Belle Harbor",Charming two-bedroom suite in Rockaway Beach,entire home/apt,Margaret,June 24 2019,Queens
16051,27551227,116,"Brooklyn, Vinegar Hill",Private Room+Bathroom in DUMBO in luxury building,private room,Agnese,May 17 2019,Brooklyn
16052,27551268,150,"Manhattan, Chelsea",Studio Gem in Heart of Manhattan (Chelsea),entire home/apt,Andrei,July 07 2019,Manhattan
16053,27551436,80,"Brooklyn, Cobble Hill",Eco Chic Bedroom in Amazing Neighborhood,private room,Gennaro,June 30 2019,Brooklyn
16054,27551619,65,"Brooklyn, Bedford-Stuyvesant",Spacious room with private bathroom,private room,Siham,June 23 2019,Brooklyn
16055,27551715,170,"Brooklyn, Dyker Heights",Brand New Brooklyn Apartment,entire home/apt,Vanessa,June 10 2019,Brooklyn
16056,27551807,689,"Brooklyn, Crown Heights",The St Marks: A large 7 bedroom 15 mins to Manhtan,entire home/apt,Jenn & JJ,May 23 2019,Brooklyn
16057,27552770,43,"Brooklyn, Bedford-Stuyvesant",Sunny Cozy Room in Bedstuy,private room,Sebastián Y Natalia,June 11 2019,Brooklyn
16058,27555063,200,"Brooklyn, Brooklyn Heights",Brooklyn Heights with a breathtaking terrace,entire home/apt,Michael,January 05 2019,Brooklyn
16059,27557322,100,"Brooklyn, Bushwick",Large sun drenched queen bedroom in Brooklyn Loft,private room,Tina,June 18 2019,Brooklyn
16060,27557992,63,"Brooklyn, Bushwick",Lofted Bedroom in Cool Sundrenched Brooklyn Loft,private room,Tina,May 15 2019,Brooklyn
16061,27567455,100,"Brooklyn, Bay Ridge",Best Apartment in Bay Ridge,entire home/apt,Izzie,July 07 2019,Brooklyn
16062,27569888,90,"Manhattan, Washington Heights",Private bed & Bath 1/2 block from the A Express!,private room,Amy,July 06 2019,Manhattan
16063,27570074,195,"Brooklyn, Prospect-Lefferts Gardens",Lovely 3 bedroom Townhouse in BK Historic District,entire home/apt,Lee + Amber,June 28 2019,Brooklyn
16064,27570463,55,"Brooklyn, Bedford-Stuyvesant",LUXURY STAYING IN BROOKLYN (Bed-Stuy),private room,Deniz,July 02 2019,Brooklyn
16065,27570485,142,"Manhattan, Upper West Side",1 Bedroom off Columbus fit for a King,entire home/apt,Corporate Housing,June 18 2019,Manhattan
16066,27571163,150,"Brooklyn, Williamsburg","Beautiful S Williamsburg 1 Bdrm near G,L,J,M,Z",entire home/apt,Thaddeus,June 30 2019,Brooklyn
16067,27572554,65,"Brooklyn, Williamsburg",Sunny Master Bedroom In Prime Williamsburg 30 Days,private room,Joe And Shelly,April 29 2019,Brooklyn
16068,27572832,86,"Queens, Woodside",Spacious & Sunny Master w Private Bath,private room,Lydia,February 04 2019,Queens
16069,27573861,55,"Brooklyn, Bedford-Stuyvesant",Brooklyn Style Hostel Private Room #5,private room,Melissa,May 02 2019,Brooklyn
16070,27577076,175,"Manhattan, East Harlem",Grand 2 bed Apartment in Heart of Harlem,entire home/apt,Alli,June 28 2019,Manhattan
16071,27579255,59,"Brooklyn, Bushwick",Loft Style Bushwick Apartment,private room,Tobias,May 11 2019,Brooklyn
16072,27579698,339,"Manhattan, Midtown",Wyndham Midtown 45 (2 Bedroom Presidential) 7A,entire home/apt,Michael,April 01 2019,Manhattan
16073,27579844,339,"Manhattan, Midtown",Wyndham Midtown 45 (2 Bedroom Presidential) 6A,entire home/apt,Michael,April 03 2019,Manhattan
16074,27580312,105,"Manhattan, Upper East Side",The Pit of Despair,private room,Yianni,March 15 2019,Manhattan
16075,27580328,195,"Manhattan, Hell's Kitchen",Large comfortable home 2 blocks from Times Square,entire home/apt,Genisley,June 23 2019,Manhattan
16076,27581016,55,"Brooklyn, Bushwick",Zen Room in Prime Bushwick,private room,Yuting,July 03 2019,Brooklyn
16077,27581411,200,"Brooklyn, Williamsburg",Authentic NYC Getaway - Large 2BR w Priv Rooftop,entire home/apt,Barron,January 02 2019,Brooklyn
16078,27582416,82,"Brooklyn, Crown Heights",Luxury Private Condo/Apartment,private room,Markus,June 30 2019,Brooklyn
16079,27584413,65,"Queens, Forest Hills",Chic Designer Home Guest Studio,entire home/apt,Maggie,July 01 2019,Queens
16080,27584957,75,"Brooklyn, East Flatbush",4Js Room4You,private room,Joel And Jamila,April 26 2019,Brooklyn
16081,27585752,136,"Brooklyn, Greenpoint",Modern & Airy 1 Bedroom Apt in heart of Greenpoint,entire home/apt,Miriam,July 02 2019,Brooklyn
16082,27585912,65,"Brooklyn, East Flatbush",Room4You by 4Js,private room,Joel And Jamila,February 06 2019,Brooklyn
16083,27589169,49,"Manhattan, East Harlem",Convenient & Sunny Room Close to Central Park,private room,Marlon,June 12 2019,Manhattan
16084,27593335,160,"Brooklyn, Carroll Gardens",Large sunny 1 bedroom  with everything you need,entire home/apt,Chelsea,May 06 2019,Brooklyn
16085,27593369,150,"Manhattan, Lower East Side",Small humble apartment in perfect location LES,entire home/apt,Mina,June 11 2019,Manhattan
16086,27596820,36,"Brooklyn, Bedford-Stuyvesant",Brooklyn Style Hostel RM4 #4,shared room,Melissa,May 05 2019,Brooklyn
16087,27598172,79,"Queens, Sunnyside",Studio-like space & Kitchen all for you,entire home/apt,Karina,January 10 2019,Queens
16088,27598707,129,"Manhattan, Gramercy",Freehand New York- Artist Room,private room,Freehand,April 20 2019,Manhattan
16089,27599185,159,"Brooklyn, South Slope",Legal Redesigned 2 BDRS PARK SLOPE/Prospect Park!,entire home/apt,Sophia,June 09 2019,Brooklyn
16090,27600209,100,"Manhattan, Harlem",Modern studio in Harlem,entire home/apt,Wale,April 11 2019,Manhattan
16091,27602495,60,"Manhattan, Inwood",New York Apartment,private room,Loris,May 26 2019,Manhattan
16092,27603879,60,"Queens, Rosedale",Chic and unique Attic bedroom in a shared duplex,private room,Fran,June 23 2019,Queens
16093,27603936,185,"Manhattan, Lower East Side",Trendy and Stylish Downtown apartment !!!,entire home/apt,Elena,May 05 2019,Manhattan
16094,27604258,75,"Queens, Flushing",5 Stars Maple *****,private room,Hugh,July 06 2019,Queens
16095,27604639,95,"Manhattan, Washington Heights",Convenient Apartment in Washington Heights,entire home/apt,Pedro,June 13 2019,Manhattan
16096,27606109,42,"Brooklyn, Bedford-Stuyvesant",Cozy Bklyn Minimalism Private Bdrm in 2Bdrm w/ Gym,private room,Javonne,May 27 2019,Brooklyn
16097,27606720,120,"Brooklyn, Greenpoint",Serene Bedroom & Boudoir in Design Loft,private room,Sophia,June 13 2019,Brooklyn
16098,27610245,125,"Queens, Douglaston",Brand New 1 Bedroom w/Parking-25 Mins to Manhattan,entire home/apt,Philip,June 19 2019,Queens
16099,27610753,165,"Brooklyn, Windsor Terrace",Historic Brooklyn Brownstone Apartment,entire home/apt,Adrian,July 02 2019,Brooklyn
16100,27610995,230,"Manhattan, Upper West Side",PRIVATE BEDROOM in spacious apartment in the UWS!,private room,Nico,May 29 2019,Manhattan
16101,27612070,250,"Manhattan, Midtown",Stylish Studio Perfect Location-Empire State,entire home/apt,Jk,June 24 2019,Manhattan
16102,27612667,290,"Brooklyn, Williamsburg",Williamsburg Loft Hideaway,entire home/apt,Nicole,June 23 2019,Brooklyn
16103,27612876,80,"Queens, Flushing",Spotless room w/attached bath. Center of Flushing,private room,Liqin,May 19 2019,Queens
16104,27612925,25,"Brooklyn, Borough Park",Shared room with bunk beds,shared room,Dan,January 02 2019,Brooklyn
16105,27613128,35,"Brooklyn, Gravesend",Shared room with bunk beds in Bensonhurst,shared room,Dan,April 03 2019,Brooklyn
16106,27620424,150,"Queens, Jamaica Estates",Two bedrooms apt. in Jamaica Estates,entire home/apt,Nazma,May 23 2019,Queens
16107,27622210,180,"Brooklyn, Williamsburg",Quiet and modern Williamsburg garden 1BR,entire home/apt,Celia,June 16 2019,Brooklyn
16108,27623260,150,"Manhattan, Upper East Side",Upper East Side creative sanctuary apartment,entire home/apt,Zizi,June 24 2019,Manhattan
16109,27624476,120,"Manhattan, Harlem",Spacious Harlem Room,private room,Silvia,June 28 2019,Manhattan
16110,27628465,150,"Brooklyn, Bedford-Stuyvesant",Lovely Studio in Brooklyn with Rooftop & Garden,entire home/apt,Mehdi,May 27 2019,Brooklyn
16111,27628480,49,"Brooklyn, Prospect-Lefferts Gardens",Great room#1,private room,Andre,June 02 2019,Brooklyn
16112,27628754,120,"Queens, Astoria",NYC entire 2 bd apartment 15 min to Manhattan,entire home/apt,Dafni,May 27 2019,Queens
16113,27629538,100,"Brooklyn, Bedford-Stuyvesant",Artsy 1 bedroom Apartment Steps to Subway,entire home/apt,David,May 04 2019,Brooklyn
16114,27630335,139,"Brooklyn, Bedford-Stuyvesant",Brooklyn Bed Stuyvesant Private Home,entire home/apt,Siyi,June 08 2019,Brooklyn
16115,27632141,59,"Brooklyn, Bushwick","Cozy BK Home,Near JMZ lines,15-25 min to Manhattan",private room,Kriti,June 18 2019,Brooklyn
16116,27632496,60,"Queens, Elmhurst",In a heart of queens /// QUEEN SIZE ROOM ///,private room,Ismael,May 31 2019,Queens
16117,27633987,112,"Manhattan, Harlem",One bedroom apt in a brownstone - Manhattan,entire home/apt,Féven,June 22 2019,Manhattan
16118,27635012,140,"Manhattan, East Village",East Village duplex with private roof access!,entire home/apt,Jeff,June 02 2019,Manhattan
16119,27636889,245,"Manhattan, Upper West Side",Pure luxury one bdrm + sofa bed on Central Park,entire home/apt,Clay,June 25 2019,Manhattan
16120,27637065,175,"Brooklyn, Bedford-Stuyvesant","Airy, modern apartment in a Brooklyn Brownstone",entire home/apt,Travis,April 01 2019,Brooklyn
16121,27637220,199,"Brooklyn, Greenpoint",Best of Bk 20min to Manhtn & 5min to Williamsburg,entire home/apt,Ana,May 28 2019,Brooklyn
16122,27637755,65,"Brooklyn, Flatlands",Unfinished basement unit under private house,entire home/apt,Elizabeth,July 08 2019,Brooklyn
16123,27639125,229,"Queens, Elmhurst",‚≠ê‚≠ê‚≠êSleeps 10! Rare 4 Bedroom Apt Close to NYC,entire home/apt,Sophie,April 22 2019,Queens
16124,27639832,70,"Manhattan, Harlem",Welcome to Historic Harlem!,private room,Shareef,June 29 2019,Manhattan
16125,27649154,88,"Brooklyn, Bushwick","*Luxury 1 BR w/ your own Bathroom, steps to subway",private room,Lili,June 21 2019,Brooklyn
16126,27649404,55,"Brooklyn, Bedford-Stuyvesant",Charming Private Room,private room,Anne& Peter,June 16 2019,Brooklyn
16127,27649901,55,"Brooklyn, Bedford-Stuyvesant",Beautiful Private Room in BK,private room,Anne& Peter,June 23 2019,Brooklyn
16128,27650083,55,"Brooklyn, Bedford-Stuyvesant",Excellent Brooklyn Private Room,private room,Anne& Peter,June 11 2019,Brooklyn
16129,27650553,65,"Brooklyn, Bushwick",Cosy bedroom in Bushwick close to L&M train,private room,Liset,June 23 2019,Brooklyn
16130,27650624,350,"Brooklyn, Bedford-Stuyvesant",Dawn til' Dusk ROOFTOP!  Only for the Day-late!,entire home/apt,Dawn,June 23 2019,Brooklyn
16131,27652402,52,"Brooklyn, Bedford-Stuyvesant",**Excellent Private Room w/Comfy Bed**,private room,Daisy,June 24 2019,Brooklyn
16132,27653212,55,"Brooklyn, Bedford-Stuyvesant",**Great Budget Private Room**,private room,Daisy,June 24 2019,Brooklyn
16133,27654484,125,"Brooklyn, Greenpoint",Greenpoint Williamsburg Jewel for 6,entire home/apt,Edyta,May 30 2019,Brooklyn
16134,27654829,200,"Manhattan, Chelsea",Spacious Union Square / Greenwich Village Home,private room,Mitchell,May 20 2019,Manhattan
16135,27656752,379,"Manhattan, Hell's Kitchen",Traditional NYC Oasis - Near Times Square,entire home/apt,Spencer,June 21 2019,Manhattan
16136,27656768,69,"Manhattan, Upper West Side",Central Park North Room,private room,Hongzhi,April 07 2019,Manhattan
16137,27657263,65,"Brooklyn, Bushwick",Private Room in Spacious Apartment,private room,Victoria,January 02 2019,Brooklyn
16138,27658203,50,"Brooklyn, Sunset Park",Sunny Room in Sunset Park Industry City Brooklyn,private room,Patricia,July 02 2019,Brooklyn
16139,27659540,225,"Manhattan, East Village",One Bedroom in Gramercy,entire home/apt,John,January 23 2019,Manhattan
16140,27660427,80,"Bronx, Kingsbridge",FORDHAM DELUXE,private room,Oscar,June 23 2019,Bronx
16141,27661175,155,"Brooklyn, Bedford-Stuyvesant",Vibrant Neighborhood & Convenient Location 2BR,entire home/apt,Siyi,May 26 2019,Brooklyn
16142,27662837,75,"Queens, Flushing",Single room w/ attached bath in heart of Flushing,private room,Liqin,June 29 2019,Queens
16143,27663407,55,"Brooklyn, Bushwick",Reader‚Äôs Nook,private room,Yuting,July 07 2019,Brooklyn
16144,27663483,239,"Manhattan, Hell's Kitchen",Lux Apartment across Hudson River - city view,entire home/apt,Cal,January 02 2019,Manhattan
16145,27670819,50,"Brooklyn, Bushwick","Large BR in beautiful 2BR artist loft, best of NYC",private room,Diana,May 24 2019,Brooklyn
16146,27672277,300,"Brooklyn, Bay Ridge","Bay Ridge, Vista Place",entire home/apt,Mason,June 25 2019,Brooklyn
16147,27672939,285,"Brooklyn, Park Slope",Lovely garden level apartment Brooklyn brownstone,entire home/apt,Wayne,July 01 2019,Brooklyn
16148,27673543,250,"Brooklyn, Bedford-Stuyvesant",PLUSH APARTMENT WITH HIGH CEILINGS!,entire home/apt,Mark,July 02 2019,Brooklyn
16149,27675173,330,"Manhattan, East Village","beautiful, converted multi-unit building",entire home/apt,Sabina,July 02 2019,Manhattan
16150,27676268,85,"Queens, Flushing",Large room w/ attached bath in heart of Flushing,private room,Liqin,June 14 2019,Queens
16151,27677746,120,"Manhattan, Midtown",Private floor / bedroom/ bathroom + TERRACE!,private room,Kristina,June 05 2019,Manhattan
16152,27677869,50,"Bronx, Longwood",Stay comfortably with us. You'll be back again....,private room,Maxime,May 29 2019,Bronx
16153,27677962,150,"Brooklyn, Williamsburg",Cozy 1BR Apartment in Williamsburg,entire home/apt,Joseph,January 01 2019,Brooklyn
16154,27678012,63,"Brooklyn, Williamsburg","Private Room in PRIME Williamsburg, Brooklyn",private room,Moné,March 30 2019,Brooklyn
16155,27678171,85,"Brooklyn, Bedford-Stuyvesant",~*PLANT HAVEN*~ Private Room -Charming Garden Apt,private room,Samantha,May 27 2019,Brooklyn
16156,27678259,85,"Queens, Springfield Gardens",Studio Apartment in Queens,entire home/apt,Mari,June 16 2019,Queens
16157,27678634,43,"Brooklyn, Crown Heights",Brooklyn Chill & Explore,private room,Guy,June 28 2019,Brooklyn
16158,27680233,80,"Manhattan, Little Italy","Cute Room in Boho NYC Apt: Quiet, Close to Trains!",private room,Max & Katie,July 05 2019,Manhattan
16159,27681015,172,"Brooklyn, Williamsburg",Amazing 3BR/2Bath Apt in the coolest Brooklyn Spot,entire home/apt,Sahar,June 13 2019,Brooklyn
16160,27681497,125,"Brooklyn, Bedford-Stuyvesant",Private top-floor in historic Brooklyn Brownstone,entire home/apt,Paula And Jorge,July 01 2019,Brooklyn
16161,27681710,45,"Brooklyn, Brighton Beach","Private room W/ private bathroom, shower, balcony",private room,Stan,July 07 2019,Brooklyn
16162,27681714,54,"Queens, Jamaica","Studio in our home Jamaica, Queens 17Min JFK",entire home/apt,Daphnee/Allan,June 21 2019,Queens
16163,27682748,50,"Brooklyn, Flatbush",Child Friendly Cat Lovers Apartment,private room,Marie,July 01 2019,Brooklyn
16164,27682933,80,"Brooklyn, East Flatbush",Best Deal in Brooklyn Bedroom with own Bathroom,private room,Candace,July 01 2019,Brooklyn
16165,27686998,33,"Queens, Woodside",Cozy private room near Roosevelt Av - Jackson Hts,private room,Kazuya,February 15 2019,Queens
16166,27689960,45,"Brooklyn, Flatbush",Cozy Room in a Brooklyn Apartment,private room,Stephanie,June 21 2019,Brooklyn
16167,27692424,150,"Manhattan, Upper East Side",charming and unique studio at toplocation,entire home/apt,Julie,July 01 2019,Manhattan
16168,27693410,37,"Brooklyn, Bedford-Stuyvesant",Princess Palace Purple,private room,Layla,April 27 2019,Brooklyn
16169,27693532,150,"Manhattan, Nolita",Light one bedroom apartment in Soho!,entire home/apt,Alice,May 27 2019,Manhattan
16170,27694593,158,"Manhattan, East Village",New York  East village Artsy Apartment,entire home/apt,Walid,July 02 2019,Manhattan
16171,27695133,150,"Manhattan, Harlem",Smart Home in the Heart of Harlem,entire home/apt,Theodora,June 20 2019,Manhattan
16172,27695485,58,"Queens, Woodside",The Woodside Story- Private bathroom (1),private room,Omar,June 24 2019,Queens
16173,27695755,57,"Queens, Woodside",7mins to subway-28 mins Manhattan (3),private room,Omar,June 02 2019,Queens
16174,27697082,155,"Manhattan, Upper East Side",Manhattan white room. Walk to central park,private room,Ley,June 12 2019,Manhattan
16175,27697284,185,"Queens, Jackson Heights",Cozy Spacious Loft Convenient to City,entire home/apt,Sami,July 02 2019,Queens
16176,27697402,86,"Brooklyn, Bedford-Stuyvesant",Sunny and Bright Room,private room,Claudina,May 18 2019,Brooklyn
16177,27700332,139,"Brooklyn, Bedford-Stuyvesant",Fam-Friendly Brooklyn Brownstone w. Vintage charm,entire home/apt,Ashley,June 27 2019,Brooklyn
16178,27700366,187,"Manhattan, Kips Bay",Huge Apartment Midtown Manhattan Empire State Bldg,entire home/apt,Mohit,March 25 2019,Manhattan
16179,27700747,36,"Staten Island, New Dorp Beach",Beach-side basement media room,private room,Dawid,June 07 2019,Staten
16180,27700795,120,"Manhattan, Hell's Kitchen",Apartment in the Heart of Manhattan,entire home/apt,Meryl,July 01 2019,Manhattan
16181,27701535,65,"Manhattan, Harlem",Place for sleeping and exploring NYC,private room,Linda,June 17 2019,Manhattan
16182,27703578,250,"Manhattan, Chelsea","Charming Chelsea Bungalow w/
Large Outdoor Terrace",entire home/apt,Francesca,May 26 2019,Manhattan
16183,27703666,120,"Queens, Bayside",Sunny Large 1BR w/balcony,entire home/apt,Richard,July 05 2019,Queens
16184,27703756,175,"Queens, Laurelton",Gorgeous 3BR Home Bear JFK & only 25min to NYC,entire home/apt,Bryant,June 15 2019,Queens
16185,27703757,200,"Queens, Laurelton",Beautiful 4 Bdrm Home - 25 min from Manhattan,entire home/apt,Bryant,June 24 2019,Queens
16186,27703859,148,"Manhattan, Upper West Side","Chic, Spacious Upper West Side Studio",entire home/apt,Abbey,June 21 2019,Manhattan
16187,27703865,120,"Brooklyn, Borough Park",Brooklyn Private Apartment,entire home/apt,Maria,January 04 2019,Brooklyn
16188,27704612,159,"Manhattan, Harlem",Beautiful Historic Townhouse w/ Backyard(Duplex),entire home/apt,Laurence,July 03 2019,Manhattan
16189,27704712,200,"Manhattan, Lower East Side",Spacious 2BR with Private Patio in Lower East Side,entire home/apt,Adam,May 18 2019,Manhattan
16190,27705293,85,"Manhattan, Harlem",Studio Apartment in historic Sugar Hill townhouse,entire home/apt,Paula,July 01 2019,Manhattan
16191,27706017,90,"Manhattan, Upper West Side",Beautiful room in a newly renovated apartment!,private room,Olga,June 24 2019,Manhattan
16192,27706098,104,"Brooklyn, Williamsburg",Williamsburg Studio- Steps Away from Lorimer L,entire home/apt,Emily,June 06 2019,Brooklyn
16193,27706929,125,"Brooklyn, East New York","Comfy, Beautiful Apt with Breakfast Included",entire home/apt,Deborah/Aston,July 05 2019,Brooklyn
16194,27707562,60,"Queens, Springfield Gardens",Pleasant Place 5 mins away from JFK Airport,private room,Paula,May 19 2019,Queens
16195,27712922,136,"Brooklyn, Bay Ridge",Bay Ridge Bklyn entire spacious Basement Apartment,entire home/apt,Alkhadher,July 05 2019,Brooklyn
16196,27714862,125,"Brooklyn, Bedford-Stuyvesant",Newly Renovated Brooklyn Brownstone - Private,entire home/apt,Chantal,July 03 2019,Brooklyn
16197,27717773,85,"Brooklyn, Bushwick",Bushwick Retreat (for dog lovers only),private room,Nada,June 30 2019,Brooklyn
16198,27720812,175,"Brooklyn, Fort Greene",Gorgeous 1 Bedroom on the Park,entire home/apt,Woods,June 24 2019,Brooklyn
16199,27722209,400,"Manhattan, Midtown",New York Hotel,private room,Christine,May 30 2019,Manhattan
16200,27723558,60,"Brooklyn, Bedford-Stuyvesant",Awesome Private Room Big Windows,private room,Dee Daisy And Peter,June 06 2019,Brooklyn
16201,27723717,60,"Brooklyn, Bedford-Stuyvesant",Beautiful Private Room Big Windows,private room,Dee Daisy And Peter,April 18 2019,Brooklyn
16202,27723975,65,"Brooklyn, Bedford-Stuyvesant",Brooklyn Private Room 20 min to Manhattan,private room,Dee Daisy And Peter,June 04 2019,Brooklyn
16203,27724217,69,"Bronx, Baychester",Warm and Friendly Bronx Home,private room,Harriet,June 11 2019,Bronx
16204,27725029,110,"Manhattan, East Harlem",Park Avenue Haven,private room,Anna,July 05 2019,Manhattan
16205,27725392,150,"Manhattan, Lower East Side",NEWLY RENOVATED Studio #8,entire home/apt,Karen,June 01 2019,Manhattan
16206,27727321,75,"Manhattan, Washington Heights",Simplicity,private room,Adriana,June 15 2019,Manhattan
16207,27727442,60,"Brooklyn, Williamsburg",Williamsburg Proper,private room,Anika,June 28 2019,Brooklyn
16208,27728631,100,"Brooklyn, Prospect-Lefferts Gardens",Spacious & cozy 1BR opposite Prospect Park Lake,entire home/apt,Sultan,April 21 2019,Brooklyn
16209,27729476,90,"Brooklyn, Crown Heights",Spacious bedroom suite in Brooklyn brownstone,private room,Jeff,June 15 2019,Brooklyn
16210,27730191,105,"Brooklyn, Sheepshead Bay","Stylish, Artsy & Comfortable Stay Near the Ocean.",entire home/apt,Polina,May 20 2019,Brooklyn
16211,27730757,295,"Brooklyn, Boerum Hill",Charm & style galore in Boerum Hill 2BR duplex,entire home/apt,Theresa,July 02 2019,Brooklyn
16212,27730786,98,"Brooklyn, Williamsburg",Bedroom in Luxury Waterfront Apt with Views & Pool,private room,Henry,June 21 2019,Brooklyn
16213,27731269,150,"Brooklyn, Bedford-Stuyvesant","Be Our Guest! Live, Love Bed-Stuy",entire home/apt,Jaran,July 06 2019,Brooklyn
16214,27732417,99,"Brooklyn, Crown Heights","Brooklyn /Private Bedroom & bathroom,  3 Guests",private room,Candia,July 05 2019,Brooklyn
16215,27733012,53,"Queens, Woodside",9mins to LGA; 28mins to JFK (4),private room,Omar,June 10 2019,Queens
16216,27733464,49,"Manhattan, East Harlem",Beautiful shared place in Manhattan,shared room,Abraham,May 09 2019,Manhattan
16217,27734811,300,"Manhattan, Hell's Kitchen",Luxurious Apartment in the best Location,entire home/apt,Carlos,June 03 2019,Manhattan
16218,27735126,49,"Manhattan, East Harlem",Cozy shared place by Central Park Manhattan,shared room,Abraham,June 22 2019,Manhattan
16219,27735315,124,"Brooklyn, East New York",The luxury East New York,entire home/apt,Corie,June 04 2019,Brooklyn
16220,27735701,60,"Manhattan, East Harlem",Beautiful cozy apt in Manhattan,shared room,Abraham,June 10 2019,Manhattan
16221,27735744,100,"Manhattan, Hell's Kitchen",‚òÜ Secret Hideaway - Blocks from Times Square!,private room,Louis,June 18 2019,Manhattan
16222,27736075,78,"Brooklyn, Williamsburg",Welcome to the Secret Oasis in Williamsburg,private room,Astrid,June 17 2019,Brooklyn
16223,27736749,90,"Manhattan, Hell's Kitchen",‚òÜ Manhattan's Retreat - Blocks from Times Square!,private room,Louis,July 04 2019,Manhattan
16224,27737158,180,"Manhattan, Hell's Kitchen",‚òÜ 2 Bedroom Apartment - Minutes from Times Square!,entire home/apt,Louis,July 01 2019,Manhattan
16225,27744041,300,"Manhattan, Upper East Side",Entire New York Apartment. 2 bedrooms,entire home/apt,Ley,June 19 2019,Manhattan
16226,27747288,269,"Manhattan, Hell's Kitchen","Modern 3Beds/2bedroom Apartment, 5min TIME SQUARE.",entire home/apt,Ryan,June 25 2019,Manhattan
16227,27748069,61,"Manhattan, East Harlem",NYC NARNIA ROOM Walking Distance to Central Park!,private room,Hajah,April 22 2019,Manhattan
16228,27752788,199,"Manhattan, Midtown",Bright and Spacious Apt in the Heart of Manhattan,entire home/apt,Mk,June 17 2019,Manhattan
16229,27753677,75,"Queens, Long Island City",Private Bedroom Free parking 10 min to Manhattan,private room,Rojé,June 30 2019,Queens
16230,27754177,150,"Manhattan, West Village",West Village dream location room,private room,Catarina,June 30 2019,Manhattan
16231,27754773,150,"Manhattan, Midtown",Spacious Room in the heart of Manhattan,private room,Mariluz,June 21 2019,Manhattan
16232,27756576,42,"Brooklyn, Bedford-Stuyvesant",Brooklyn Bedroom for two friends sharing!!,private room,Eibhlin,May 16 2019,Brooklyn
16233,27756639,53,"Bronx, Baychester",Comfortable Place with Dimple,private room,Harriet,June 14 2019,Bronx
16234,27758379,290,"Manhattan, West Village","Spacious, Quiet Apt- Heart of West Village",entire home/apt,Teen,April 28 2019,Manhattan
16235,27758562,135,"Manhattan, Midtown",LARGE Private Room next to the Empire State,private room,Mariluz,June 16 2019,Manhattan
16236,27759146,62,"Manhattan, Midtown",Cozy corner near Empire State Building,shared room,Mariluz,June 13 2019,Manhattan
16237,27759455,800,"Manhattan, Midtown",Luxurious Apartment!! Located on 5th Avenue!,entire home/apt,Samuel,April 02 2019,Manhattan
16238,27760207,175,"Manhattan, West Village","Bright, airy west village retreat!Great location!",entire home/apt,Amit,January 01 2019,Manhattan
16239,27760799,50,"Bronx, Bronxdale",Christina‚Äôs home,private room,Christina,June 27 2019,Bronx
16240,27761683,55,"Queens, Rego Park","Clean Cozy Room, Queens-5 min walk to subway (R/M)",private room,Bei,June 22 2019,Queens
16241,27762497,149,"Manhattan, Upper West Side",*NYC Central Park* Entire Floor with Great Privacy,entire home/apt,Yu,June 22 2019,Manhattan
16242,27763793,200,"Manhattan, Hell's Kitchen",Hell‚Äôs Kitchen Apartment,entire home/apt,Bryan,April 01 2019,Manhattan
16243,27765541,350,"Manhattan, SoHo",Perfect location two bedroom beautifully furnished,entire home/apt,Brik,July 01 2019,Manhattan
16244,27773847,250,"Manhattan, Hell's Kitchen",Perfect NYC Hell‚Äôs Kitchen Duplex Apartment!,entire home/apt,Ashley,April 21 2019,Manhattan
16245,27774442,185,"Brooklyn, Williamsburg",Huge Industrial Chic Williamsburg 1 Bdrm w/rooftop,entire home/apt,Rachel,June 09 2019,Brooklyn
16246,27774740,185,"Brooklyn, Carroll Gardens",Entire Garden apartment in Brownstone,entire home/apt,Evelyn,June 19 2019,Brooklyn
16247,27775893,140,"Manhattan, Midtown",Midtown Studio,entire home/apt,Laura,July 01 2019,Manhattan
16248,27776337,45,"Manhattan, Harlem",Apartment for transient guest!,private room,Linda,June 22 2019,Manhattan
16249,27779997,145,"Manhattan, Midtown","Private Room Midtown Park Avenue, Steal!",private room,Isabel,June 24 2019,Manhattan
16250,27781833,70,"Queens, Elmhurst","Queens Apt (bedroom w balcony), close to subway",private room,Rafa' S,July 07 2019,Queens
16251,27782804,350,"Brooklyn, Bedford-Stuyvesant","SPACIOUS & CHARMING w/garden 4BR 
walk 2 train",entire home/apt,Elaine,January 01 2019,Brooklyn
16252,27782948,66,"Brooklyn, Williamsburg",Private room in trendy Williamsburg,private room,Kandi,January 02 2019,Brooklyn
16253,27783586,65,"Brooklyn, Williamsburg",Williamsburg nest with private bathroom,private room,Kandi,June 29 2019,Brooklyn
16254,27783611,31,"Brooklyn, Bedford-Stuyvesant",Lovely place for traveler,shared room,Anchor,June 23 2019,Brooklyn
16255,27784070,55,"Brooklyn, Flatbush",Room 4 -Sunny Cozy Room in Historic Victorian Home,private room,Elizabeth,June 23 2019,Brooklyn
16256,27784090,75,"Brooklyn, Williamsburg",Large Williamsburg room with private deck,private room,Kandi,February 24 2019,Brooklyn
16257,27784542,210,"Brooklyn, Columbia St",Artistic Loft w Fireplace & Manhattan Skyline,entire home/apt,Sruthi,July 02 2019,Brooklyn
16258,27784556,120,"Brooklyn, Williamsburg","Beautiful, New Williamsburg apartment.",private room,Matthew,June 09 2019,Brooklyn
